YEAR,MONTH,COMMODITY,"WEIGHT, KG PER BAG"," PRICE, ¢ GH"
1970,JANUARY,MAIZE,100,0.0011
1970,FEBRUARY,MAIZE,100,0.0012
1970,MARCH,MAIZE,100,0.0012
1970,APRIL,MAIZE,100,0.0013
1970,MAY,MAIZE,100,0.0014
1970,JUNE,MAIZE,100,0.0013
1970,JULY,MAIZE,100,0.0013
1970,AUGUST,MAIZE,100,0.0012
1970,SEPTEMBER,MAIZE,100,0.0009
1970,OCTOBER,MAIZE,100,0.0009
1970,NOVEMBER,MAIZE,100,0.0011
1970,DECEMBER,MAIZE,100,0.0011
1971,JANUARY,MAIZE,100,0.0011
1971,FEBRUARY,MAIZE,100,0.0011
1971,MARCH,MAIZE,100,0.0012
1971,APRIL,MAIZE,100,0.0013
1971,MAY,MAIZE,100,0.0014
1971,JUNE,MAIZE,100,0.0014
1971,JULY,MAIZE,100,0.0013
1971,AUGUST,MAIZE,100,0.001
1971,SEPTEMBER,MAIZE,100,0.001
1971,OCTOBER,MAIZE,100,0.001
1971,NOVEMBER,MAIZE,100,0.0012
1971,DECEMBER,MAIZE,100,0.0013
1972,JANUARY,MAIZE,100,0.0014
1972,FEBRUARY,MAIZE,100,0.0016
1972,MARCH,MAIZE,100,0.0018
1972,APRIL,MAIZE,100,0.0023
1972,MAY,MAIZE,100,0.0024
1972,JUNE,MAIZE,100,0.0025
1972,JULY,MAIZE,100,0.0018
1972,AUGUST,MAIZE,100,0.0012
1972,SEPTEMBER,MAIZE,100,0.0011
1972,OCTOBER,MAIZE,100,0.0013
1972,NOVEMBER,MAIZE,100,0.0016
1972,DECEMBER,MAIZE,100,0.001
1973,JANUARY,MAIZE,100,0.0017
1973,FEBRUARY,MAIZE,100,0.0017
1973,MARCH,MAIZE,100,0.0019
1973,APRIL,MAIZE,100,0.0023
1973,MAY,MAIZE,100,0.0025
1973,JUNE,MAIZE,100,0.0024
1973,JULY,MAIZE,100,0.0021
1973,AUGUST,MAIZE,100,0.0015
1973,SEPTEMBER,MAIZE,100,0.0014
1973,OCTOBER,MAIZE,100,0.0014
1973,NOVEMBER,MAIZE,100,0.0016
1973,DECEMBER,MAIZE,100,0.0016
1974,JANUARY,MAIZE,100,0.0018
1974,FEBRUARY,MAIZE,100,0.0019
1974,MARCH,MAIZE,100,0.002
1974,APRIL,MAIZE,100,0.0022
1974,MAY,MAIZE,100,0.0022
1974,JUNE,MAIZE,100,0.0021
1974,JULY,MAIZE,100,0.002
1974,AUGUST,MAIZE,100,0.0021
1974,SEPTEMBER,MAIZE,100,0.002
1974,OCTOBER,MAIZE,100,0.0022
1974,NOVEMBER,MAIZE,100,0.002
1974,DECEMBER,MAIZE,100,0.0021
1975,JANUARY,MAIZE,100,0.002
1975,FEBRUARY,MAIZE,100,0.0021
1975,MARCH,MAIZE,100,0.0022
1975,APRIL,MAIZE,100,0.0024
1975,MAY,MAIZE,100,0.0027
1975,JUNE,MAIZE,100,0.0029
1975,JULY,MAIZE,100,0.0027
1975,AUGUST,MAIZE,100,0.0021
1975,SEPTEMBER,MAIZE,100,0.0019
1975,OCTOBER,MAIZE,100,0.0032
1975,NOVEMBER,MAIZE,100,0.003
1975,DECEMBER,MAIZE,100,0.0028
1976,JANUARY,MAIZE,100,0.0037
1976,FEBRUARY,MAIZE,100,0.0039
1976,MARCH,MAIZE,100,0.0038
1976,APRIL,MAIZE,100,0.0043
1976,MAY,MAIZE,100,0.0056
1976,JUNE,MAIZE,100,0.0068
1976,JULY,MAIZE,100,0.0074
1976,AUGUST,MAIZE,100,0.0059
1976,SEPTEMBER,MAIZE,100,0.0053
1976,OCTOBER,MAIZE,100,0.0063
1976,NOVEMBER,MAIZE,100,0.0074
1976,DECEMBER,MAIZE,100,0.0079
1977,JANUARY,MAIZE,100,0.0087
1977,FEBRUARY,MAIZE,100,0.0094
1977,MARCH,MAIZE,100,0.0096
1977,APRIL,MAIZE,100,0.0108
1977,MAY,MAIZE,100,0.0179
1977,JUNE,MAIZE,100,0.0184
1977,JULY,MAIZE,100,0.0155
1977,AUGUST,MAIZE,100,0.0165
1977,SEPTEMBER,MAIZE,100,0.0083
1977,OCTOBER,MAIZE,100,0.0079
1977,NOVEMBER,MAIZE,100,0.0094
1977,DECEMBER,MAIZE,100,0.0102
1978,JANUARY,MAIZE,100,0.012
1978,FEBRUARY,MAIZE,100,0.0129
1978,MARCH,MAIZE,100,0.0133
1978,APRIL,MAIZE,100,0.0123
1978,MAY,MAIZE,100,0.012
1978,JUNE,MAIZE,100,0.0138
1978,JULY,MAIZE,100,0.0141
1978,AUGUST,MAIZE,100,0.0132
1978,SEPTEMBER,MAIZE,100,0.0124
1978,OCTOBER,MAIZE,100,0.0144
1978,NOVEMBER,MAIZE,100,0.0163
1978,DECEMBER,MAIZE,100,0.0143
1979,JANUARY,MAIZE,100,0.0142
1979,FEBRUARY,MAIZE,100,0.0176
1979,MARCH,MAIZE,100,0.0149
1979,APRIL,MAIZE,100,0.0177
1979,MAY,MAIZE,100,0.021
1979,JUNE,MAIZE,100,0.0229
1979,JULY,MAIZE,100,0.0174
1979,AUGUST,MAIZE,100,0.0141
1979,SEPTEMBER,MAIZE,100,0.0175
1979,OCTOBER,MAIZE,100,0.0167
1979,NOVEMBER,MAIZE,100,0.0151
1979,DECEMBER,MAIZE,100,0.011
1980,JANUARY,MAIZE,100,0.0229
1980,FEBRUARY,MAIZE,100,0.0223
1980,MARCH,MAIZE,100,0.0256
1980,APRIL,MAIZE,100,0.0327
1980,MAY,MAIZE,100,0.0405
1980,JUNE,MAIZE,100,0.0589
1980,JULY,MAIZE,100,0.0622
1980,AUGUST,MAIZE,100,0.0396
1980,SEPTEMBER,MAIZE,100,0.0485
1980,OCTOBER,MAIZE,100,0.0383
1980,NOVEMBER,MAIZE,100,0.0431
1980,DECEMBER,MAIZE,100,0.0619
1981,JANUARY,MAIZE,100,0.0605
1981,FEBRUARY,MAIZE,100,0.0639
1981,MARCH,MAIZE,100,0.071
1981,APRIL,MAIZE,100,0.0862
1981,MAY,MAIZE,100,0.1
1981,JUNE,MAIZE,100,0.1
1981,JULY,MAIZE,100,0.0874
1981,AUGUST,MAIZE,100,0.0824
1981,SEPTEMBER,MAIZE,100,0.0512
1981,OCTOBER,MAIZE,100,0.0701
1981,NOVEMBER,MAIZE,100,0.0877
1981,DECEMBER,MAIZE,100,0.0633
1982,JANUARY,MAIZE,100,0.0656
1982,FEBRUARY,MAIZE,100,0.0555
1982,MARCH,MAIZE,100,0.0555
1982,APRIL,MAIZE,100,0.0569
1982,MAY,MAIZE,100,0.0903
1982,JUNE,MAIZE,100,0.0921
1982,JULY,MAIZE,100,0.1
1982,AUGUST,MAIZE,100,0.0794
1982,SEPTEMBER,MAIZE,100,0.0731
1982,OCTOBER,MAIZE,100,0.0844
1982,NOVEMBER,MAIZE,100,0.0962
1982,DECEMBER,MAIZE,100,0.11
1983,JANUARY,MAIZE,100,0.14
1983,FEBRUARY,MAIZE,100,0.38
1983,MARCH,MAIZE,100,0.29
1983,APRIL,MAIZE,100,0.54
1983,MAY,MAIZE,100,0.68
1983,JUNE,MAIZE,100,0.78
1983,JULY,MAIZE,100,0.53
1983,AUGUST,MAIZE,100,0.27
1983,SEPTEMBER,MAIZE,100,0.21
1983,OCTOBER,MAIZE,100,0.25
1983,NOVEMBER,MAIZE,100,0.24
1983,DECEMBER,MAIZE,100,0.3
1984,JANUARY,MAIZE,100,0.34
1984,FEBRUARY,MAIZE,100,0.33
1984,MARCH,MAIZE,100,0.32
1984,APRIL,MAIZE,100,0.38
1984,MAY,MAIZE,100,0.34
1984,JUNE,MAIZE,100,0.32
1984,JULY,MAIZE,100,0.21
1984,AUGUST,MAIZE,100,0.14
1984,SEPTEMBER,MAIZE,100,0.0955
1984,OCTOBER,MAIZE,100,0.12
1984,NOVEMBER,MAIZE,100,0.11
1984,DECEMBER,MAIZE,100,0.11
1985,JANUARY,MAIZE,100,0.16
1985,FEBRUARY,MAIZE,100,0.16
1985,MARCH,MAIZE,100,0.16
1985,APRIL,MAIZE,100,0.21
1985,MAY,MAIZE,100,0.22
1985,JUNE,MAIZE,100,0.22
1985,JULY,MAIZE,100,0.25
1985,AUGUST,MAIZE,100,0.2
1985,SEPTEMBER,MAIZE,100,0.16
1985,OCTOBER,MAIZE,100,0.19
1985,NOVEMBER,MAIZE,100,0.29
1985,DECEMBER,MAIZE,100,0.23
1986,JANUARY,MAIZE,100,0.26
1986,FEBRUARY,MAIZE,100,0.3
1986,MARCH,MAIZE,100,0.34
1986,APRIL,MAIZE,100,0.4
1986,MAY,MAIZE,100,0.39
1986,JUNE,MAIZE,100,0.44
1986,JULY,MAIZE,100,0.37
1986,AUGUST,MAIZE,100,0.29
1986,SEPTEMBER,MAIZE,100,0.24
1986,OCTOBER,MAIZE,100,0.28
1986,NOVEMBER,MAIZE,100,0.32
1986,DECEMBER,MAIZE,100,0.34
1987,JANUARY,MAIZE,100,0.37
1987,FEBRUARY,MAIZE,100,0.38
1987,MARCH,MAIZE,100,0.46
1987,APRIL,MAIZE,100,0.53
1987,MAY,MAIZE,100,0.6
1987,JUNE,MAIZE,100,0.79
1987,JULY,MAIZE,100,0.58
1987,AUGUST,MAIZE,100,0.52
1987,SEPTEMBER,MAIZE,100,0.47
1987,OCTOBER,MAIZE,100,0.54
1987,NOVEMBER,MAIZE,100,0.6
1987,DECEMBER,MAIZE,100,0.63
1988,JANUARY,MAIZE,100,0.62
1988,FEBRUARY,MAIZE,100,0.71
1988,MARCH,MAIZE,100,0.9
1988,APRIL,MAIZE,100,0.9
1988,MAY,MAIZE,100,0.98
1988,JUNE,MAIZE,100,0.94
1988,JULY,MAIZE,100,0.78
1988,AUGUST,MAIZE,100,0.5
1988,SEPTEMBER,MAIZE,100,0.44
1988,OCTOBER,MAIZE,100,0.43
1988,NOVEMBER,MAIZE,100,0.5
1988,DECEMBER,MAIZE,100,0.54
1989,JANUARY,MAIZE,100,0.55
1989,FEBRUARY,MAIZE,100,0.59
1989,MARCH,MAIZE,100,0.65
1989,APRIL,MAIZE,100,0.67
1989,MAY,MAIZE,100,0.7
1989,JUNE,MAIZE,100,0.61
1989,JULY,MAIZE,100,0.56
1989,AUGUST,MAIZE,100,0.47
1989,SEPTEMBER,MAIZE,100,0.37
1989,OCTOBER,MAIZE,100,0.38
1989,NOVEMBER,MAIZE,100,0.47
1989,DECEMBER,MAIZE,100,0.49
1990,JANUARY,MAIZE,100,0.52
1990,FEBRUARY,MAIZE,100,0.56
1990,MARCH,MAIZE,100,0.6
1990,APRIL,MAIZE,100,0.75
1990,MAY,MAIZE,100,0.95
1990,JUNE,MAIZE,100,1.01
1990,JULY,MAIZE,100,1.41
1990,AUGUST,MAIZE,100,1.01
1990,SEPTEMBER,MAIZE,100,0.7
1990,OCTOBER,MAIZE,100,0.7
1990,NOVEMBER,MAIZE,100,1.06
1990,DECEMBER,MAIZE,100,1.09
1991,JANUARY,MAIZE,100,1.08
1991,FEBRUARY,MAIZE,100,1.09
1991,MARCH,MAIZE,100,1.17
1991,APRIL,MAIZE,100,1.28
1991,MAY,MAIZE,100,1.19
1991,JUNE,MAIZE,100,1.15
1991,JULY,MAIZE,100,1.05
1991,AUGUST,MAIZE,100,0.73
1991,SEPTEMBER,MAIZE,100,0.62
1991,OCTOBER,MAIZE,100,0.64
1991,NOVEMBER,MAIZE,100,0.65
1991,DECEMBER,MAIZE,100,0.69
1992,JANUARY,MAIZE,100,0.78
1992,FEBRUARY,MAIZE,100,0.86
1992,MARCH,MAIZE,100,1.01
1992,APRIL,MAIZE,100,1.17
1992,MAY,MAIZE,100,1.2
1992,JUNE,MAIZE,100,1.3
1992,JULY,MAIZE,100,1.31
1992,AUGUST,MAIZE,100,0.92
1992,SEPTEMBER,MAIZE,100,0.76
1992,OCTOBER,MAIZE,100,0.76
1992,NOVEMBER,MAIZE,100,0.97
1992,DECEMBER,MAIZE,100,1.03
1993,JANUARY,MAIZE,100,1.14
1993,FEBRUARY,MAIZE,100,1.17
1993,MARCH,MAIZE,100,1.17
1993,APRIL,MAIZE,100,1.26
1993,MAY,MAIZE,100,1.34
1993,JUNE,MAIZE,100,1.28
1993,JULY,MAIZE,100,1.21
1993,AUGUST,MAIZE,100,1
1993,SEPTEMBER,MAIZE,100,0.82
1993,OCTOBER,MAIZE,100,0.86
1993,NOVEMBER,MAIZE,100,1.01
1993,DECEMBER,MAIZE,100,1.05
1994,JANUARY,MAIZE,100,1.09
1994,FEBRUARY,MAIZE,100,1.14
1994,MARCH,MAIZE,100,1.25
1994,APRIL,MAIZE,100,1.34
1994,MAY,MAIZE,100,1.55
1994,JUNE,MAIZE,100,1.66
1994,JULY,MAIZE,100,1.66
1994,AUGUST,MAIZE,100,1.39
1994,SEPTEMBER,MAIZE,100,1.21
1994,OCTOBER,MAIZE,100,1.27
1994,NOVEMBER,MAIZE,100,1.52
1994,DECEMBER,MAIZE,100,1.55
1995,JANUARY,MAIZE,100,2.1
1995,FEBRUARY,MAIZE,100,2.3
1995,MARCH,MAIZE,100,2.64
1995,APRIL,MAIZE,100,2.96
1995,MAY,MAIZE,100,3.07
1995,JUNE,MAIZE,100,3.3
1995,JULY,MAIZE,100,2.86
1995,AUGUST,MAIZE,100,1.88
1995,SEPTEMBER,MAIZE,100,1.59
1995,OCTOBER,MAIZE,100,1.91
1995,NOVEMBER,MAIZE,100,2.41
1995,DECEMBER,MAIZE,100,2.63
1996,JANUARY,MAIZE,100,2.55
1996,FEBRUARY,MAIZE,100,2.66
1996,MARCH,MAIZE,100,2.8
1996,APRIL,MAIZE,100,2.8
1996,MAY,MAIZE,100,3.02
1996,JUNE,MAIZE,100,3.62
1996,JULY,MAIZE,100,3.53
1996,AUGUST,MAIZE,100,3.46
1996,SEPTEMBER,MAIZE,100,3.02
1996,OCTOBER,MAIZE,100,3.52
1996,NOVEMBER,MAIZE,100,3.9
1996,DECEMBER,MAIZE,100,4.49
1997,JANUARY,MAIZE,100,5.2
1997,FEBRUARY,MAIZE,100,5.63
1997,MARCH,MAIZE,100,6.18
1997,APRIL,MAIZE,100,7.87
1997,MAY,MAIZE,100,7.79
1997,JUNE,MAIZE,100,7.75
1997,JULY,MAIZE,100,7.3
1997,AUGUST,MAIZE,100,5.68
1997,SEPTEMBER,MAIZE,100,4.89
1997,OCTOBER,MAIZE,100,5.47
1997,NOVEMBER,MAIZE,100,6.4
1997,DECEMBER,MAIZE,100,7.04
1998,JANUARY,MAIZE,100,7.1
1998,FEBRUARY,MAIZE,100,7.23
1998,MARCH,MAIZE,100,7.26
1998,APRIL,MAIZE,100,7.21
1998,MAY,MAIZE,100,6.43
1998,JUNE,MAIZE,100,6.65
1998,JULY,MAIZE,100,6.08
1998,AUGUST,MAIZE,100,5.98
1998,SEPTEMBER,MAIZE,100,4.45
1998,OCTOBER,MAIZE,100,3.6
1998,NOVEMBER,MAIZE,100,4.32
1998,DECEMBER,MAIZE,100,4.85
1998,JANUARY,MAIZE,100,4.51
1999,FEBRUARY,MAIZE,100,4.43
1999,MARCH,MAIZE,100,4.51
1999,APRIL,MAIZE,100,4.58
1999,MAY,MAIZE,100,4.61
1999,JUNE,MAIZE,100,4.38
1999,JULY,MAIZE,100,4.93
1999,AUGUST,MAIZE,100,4.6
1999,SEPTEMBER,MAIZE,100,3.77
1999,OCTOBER,MAIZE,100,3.94
1999,NOVEMBER,MAIZE,100,5.02
1999,DECEMBER,MAIZE,100,4.92
2000,JANUARY,MAIZE,100,5.61
2000,FEBRUARY,MAIZE,100,5.73
2000,MARCH,MAIZE,100,7.36
2000,APRIL,MAIZE,100,9.45
2000,MAY,MAIZE,100,10.8
2000,JUNE,MAIZE,100,10.87
2000,JULY,MAIZE,100,11.79
2000,AUGUST,MAIZE,100,11.75
2000,SEPTEMBER,MAIZE,100,8.35
2000,OCTOBER,MAIZE,100,8.1
2000,NOVEMBER,MAIZE,100,11.66
2000,DECEMBER,MAIZE,100,10.91
2001,JANUARY,MAIZE,100,12.9
2001,FEBRUARY,MAIZE,100,13.24
2001,MARCH,MAIZE,100,14.69
2001,APRIL,MAIZE,100,17.77
2001,MAY,MAIZE,100,18.72
2001,JUNE,MAIZE,100,18.15
2001,JULY,MAIZE,100,18.95
2001,AUGUST,MAIZE,100,18.2
2001,SEPTEMBER,MAIZE,100,9.78
2001,OCTOBER,MAIZE,100,10.27
2001,NOVEMBER,MAIZE,100,12.46
2001,DECEMBER,MAIZE,100,15.07
2002,JANUARY,MAIZE,100,14.45
2002,FEBRUARY,MAIZE,100,14.05
2002,MARCH,MAIZE,100,14.16
2002,APRIL,MAIZE,100,14.61
2002,MAY,MAIZE,100,15.37
2002,JUNE,MAIZE,100,16.21
2002,JULY,MAIZE,100,15.15
2002,AUGUST,MAIZE,100,12.7
2002,SEPTEMBER,MAIZE,100,10.3
2002,OCTOBER,MAIZE,100,10.25
2002,NOVEMBER,MAIZE,100,11.28
2002,DECEMBER,MAIZE,100,12.46
2003,JANUARY,MAIZE,100,13.98
2003,FEBRUARY,MAIZE,100,14.19
2003,MARCH,MAIZE,100,14.69
2003,APRIL,MAIZE,100,14.17
2003,MAY,MAIZE,100,15.44
2003,JUNE,MAIZE,100,17.63
2003,JULY,MAIZE,100,17.22
2003,AUGUST,MAIZE,100,15.44
2003,SEPTEMBER,MAIZE,100,12.97
2003,OCTOBER,MAIZE,100,13.18
2003,NOVEMBER,MAIZE,100,14.96
2003,DECEMBER,MAIZE,100,15.77
2004,JANUARY,MAIZE,100,18.14
2004,FEBRUARY,MAIZE,100,17.37
2004,MARCH,MAIZE,100,18.08
2004,APRIL,MAIZE,100,19.1
2004,MAY,MAIZE,100,20.39
2004,JUNE,MAIZE,100,21.66
2004,JULY,MAIZE,100,24.73
2004,AUGUST,MAIZE,100,23.59
2004,SEPTEMBER,MAIZE,100,20.88
2004,OCTOBER,MAIZE,100,20.3
2004,NOVEMBER,MAIZE,100,23.7
2004,DECEMBER,MAIZE,100,26.3
2005,JANUARY,MAIZE,100,24.97
2005,FEBRUARY,MAIZE,100,27.38
2005,MARCH,MAIZE,100,30.68
2005,APRIL,MAIZE,100,36.62
2005,MAY,MAIZE,100,43.25
2005,JUNE,MAIZE,100,45.03
2005,JULY,MAIZE,100,41.92
2005,AUGUST,MAIZE,100,33.54
2005,SEPTEMBER,MAIZE,100,28.53
2005,OCTOBER,MAIZE,100,28.5
2005,NOVEMBER,MAIZE,100,30.68
2005,DECEMBER,MAIZE,100,27.87
2006,JANUARY,MAIZE,100,28
2006,FEBRUARY,MAIZE,100,26.72
2006,MARCH,MAIZE,100,24.4
2006,APRIL,MAIZE,100,25.6
2006,MAY,MAIZE,100,27.4
2006,JUNE,MAIZE,100,27.34
2006,JULY,MAIZE,100,24.81
2006,AUGUST,MAIZE,100,21.72
2006,SEPTEMBER,MAIZE,100,18.12
2006,OCTOBER,MAIZE,100,16.58
2006,NOVEMBER,MAIZE,100,18.05
2006,DECEMBER,MAIZE,100,21.21
2007,JANUARY,MAIZE,100,8.752
2007,FEBRUARY,MAIZE,100,8.155
2007,MARCH,MAIZE,100,7.977
2007,APRIL,MAIZE,100,9.582
2007,MAY,MAIZE,100,9.457
2007,JUNE,MAIZE,100,9.525
2007,JULY,MAIZE,100,13.926
2007,AUGUST,MAIZE,100,11.438
2007,SEPTEMBER,MAIZE,100,10.815
2007,OCTOBER,MAIZE,100,12.401
2007,NOVEMBER,MAIZE,100,14.719
2007,DECEMBER,MAIZE,100,14.719
2008,JANUARY,MAIZE,100,13.694
2008,FEBRUARY,MAIZE,100,13.066
2008,MARCH,MAIZE,100,14.043
2008,APRIL,MAIZE,100,14.947
2008,MAY,MAIZE,100,14.808
2008,JUNE,MAIZE,100,14.64
2008,JULY,MAIZE,100,14.471
2008,AUGUST,MAIZE,100,14.627
2008,SEPTEMBER,MAIZE,100,14.887
2008,OCTOBER,MAIZE,100,15.009
2008,NOVEMBER,MAIZE,100,14.413
2008,DECEMBER,MAIZE,100,13.746
2009,JANUARY,MAIZE,100,11.844
2009,FEBRUARY,MAIZE,100,13.96
2009,MARCH,MAIZE,100,14.787
2009,APRIL,MAIZE,100,14.668
2009,MAY,MAIZE,100,15.225
2009,JUNE,MAIZE,100,15.354
2009,JULY,MAIZE,100,14.673
2009,AUGUST,MAIZE,100,14.192
2009,SEPTEMBER,MAIZE,100,15.967
2009,OCTOBER,MAIZE,100,14.826
2009,NOVEMBER,MAIZE,100,15.093
2009,DECEMBER,MAIZE,100,14.996
2010,JANUARY,MAIZE,100,15.69
2010,FEBRUARY,MAIZE,100,16.731
2010,MARCH,MAIZE,100,16.413
2010,APRIL,MAIZE,100,16.886
2010,MAY,MAIZE,100,17.179
2010,JUNE,MAIZE,100,16.717
2010,JULY,MAIZE,100,18.938
2010,AUGUST,MAIZE,100,17.925
2010,SEPTEMBER,MAIZE,100,16.924
2010,OCTOBER,MAIZE,100,18.119
2010,NOVEMBER,MAIZE,100,18.126
2010,DECEMBER,MAIZE,100,17.053
2011,JANUARY,MAIZE,100,16.166
2011,FEBRUARY,MAIZE,100,16.074
2011,MARCH,MAIZE,100,17.686
2011,APRIL,MAIZE,100,17.882
2011,MAY,MAIZE,100,18.346
2011,JUNE,MAIZE,100,18.5
2011,JULY,MAIZE,100,18.293
2011,AUGUST,MAIZE,100,18.601
2011,SEPTEMBER,MAIZE,100,17.713
2011,OCTOBER,MAIZE,100,18.737
2011,NOVEMBER,MAIZE,100,21.587
2011,DECEMBER,MAIZE,100,20.701
2012,JANUARY,MAIZE,100,21.248
2012,FEBRUARY,MAIZE,100,23.779
2012,MARCH,MAIZE,100,26.468
2012,APRIL,MAIZE,100,28.212
2012,MAY,MAIZE,100,28.16
2012,JUNE,MAIZE,100,30.669
2012,JULY,MAIZE,100,35.352
2012,AUGUST,MAIZE,100,33.701
2012,SEPTEMBER,MAIZE,100,34.191
2012,OCTOBER,MAIZE,100,33.935
2012,NOVEMBER,MAIZE,100,35.035
2012,DECEMBER,MAIZE,100,35.575
2013,JANUARY,MAIZE,100,33.436
2013,FEBRUARY,MAIZE,100,34.731
2013,MARCH,MAIZE,100,35.125
2013,APRIL,MAIZE,100,34.793
2013,MAY,MAIZE,100,36.11
2013,JUNE,MAIZE,100,42.802
2013,JULY,MAIZE,100,44.508
2013,AUGUST,MAIZE,100,47.169
2013,SEPTEMBER,MAIZE,100,46.624
2013,OCTOBER,MAIZE,100,50.594
2013,NOVEMBER,MAIZE,100,53.694
2013,DECEMBER,MAIZE,100,53.457
2013,JANUARY,MAIZE,100,58.915
2014,FEBRUARY,MAIZE,100,60.24
2014,MARCH,MAIZE,100,61.642
2014,APRIL,MAIZE,100,67.175
2014,MAY,MAIZE,100,75.221
2014,JUNE,MAIZE,100,72.394
2014,JULY,MAIZE,100,74.468
2014,AUGUST,MAIZE,100,73.971
2014,SEPTEMBER,MAIZE,100,74.867
2014,OCTOBER,MAIZE,100,76.93
2014,NOVEMBER,MAIZE,100,63.083
2014,DECEMBER,MAIZE,100,80.115
2015,JANUARY,MAIZE,100,68.35
2015,FEBRUARY,MAIZE,100,77.906
2015,MARCH,MAIZE,100,74.915
2015,APRIL,MAIZE,100,83.917
2015,MAY,MAIZE,100,90.354
2015,JUNE,MAIZE,100,93
2015,JULY,MAIZE,100,90.86
2015,AUGUST,MAIZE,100,98.88
2015,SEPTEMBER,MAIZE,100,94.4
2015,OCTOBER,MAIZE,100,95
2015,NOVEMBER,MAIZE,100,91.2
2015,DECEMBER,MAIZE,100,87.5
2016,JANUARY,MAIZE,100,77.788
2016,FEBRUARY,MAIZE,100,76.362
2016,MARCH,MAIZE,100,84.896
