YEAR,MONTH,COMMODITY,"WEIGHT, KG PER BAG"," PRICE, ¢ GH"
2016,APRIL,MAIZE,100,76.821
2016,MAY,MAIZE,100,70.038
2016,JUNE,MAIZE,100,65.6
2016,JULY,MAIZE,100,74.312
2016,AUGUST,MAIZE,100,70.407
2016,SEPTEMBER,MAIZE,100,72.442
2016,OCTOBER,MAIZE,100,71.59
2016,NOVEMBER,MAIZE,100,50.167
2016,DECEMBER,MAIZE,100,76.843
2017,JANUARY,MAIZE,100,75.292
2017,FEBRUARY,MAIZE,100,75.741
2017,MARCH,MAIZE,100,77.793
2017,APRIL,MAIZE,100,86.067
2017,MAY,MAIZE,100,89.875
2017,JUNE,MAIZE,100,91.654
2017,JULY,MAIZE,100,95.748
2017,AUGUST,MAIZE,100,111.3411
2017,SEPTEMBER,MAIZE,100,116.54
2017,OCTOBER,MAIZE,100,117.17
2017,NOVEMBER,MAIZE,100,154.117
2017,DECEMBER,MAIZE,100,162.327
1990,JANUARY,MILLET,93,166.03
1990,FEBRUARY,MILLET,93,176.78
1990,MARCH,MILLET,93,175.45
1990,APRIL,MILLET,93,193.42
1990,MAY,MILLET,93,215.77
1990,JUNE,MILLET,93,219.56
1990,JULY,MILLET,93,223.5
1990,AUGUST,MILLET,93,230
1990,SEPTEMBER,MILLET,93,231.11
1990,OCTOBER,MILLET,93,233
1990,NOVEMBER,MILLET,93,245.61
1990,DECEMBER,MILLET,93,255
1991,JANUARY,MILLET,93,187.1
1991,FEBRUARY,MILLET,93,195.13
1991,MARCH,MILLET,93,199.92
1991,APRIL,MILLET,93,204.93
1991,MAY,MILLET,93,211.32
1991,JUNE,MILLET,93,207.72
1991,JULY,MILLET,93,200.44
1991,AUGUST,MILLET,93,217.01
1991,SEPTEMBER,MILLET,93,214.73
1991,OCTOBER,MILLET,93,224.59
1991,NOVEMBER,MILLET,93,230.41
1991,DECEMBER,MILLET,93,217.56
1992,JANUARY,MILLET,93,206.47
1992,FEBRUARY,MILLET,93,210.71
1992,MARCH,MILLET,93,212.12
1992,APRIL,MILLET,93,207.7
1992,MAY,MILLET,93,201.9
1992,JUNE,MILLET,93,235.97
1992,JULY,MILLET,93,226.59
1992,AUGUST,MILLET,93,220.16
1992,SEPTEMBER,MILLET,93,221.54
1992,OCTOBER,MILLET,93,217
1992,NOVEMBER,MILLET,93,199.01
1992,DECEMBER,MILLET,93,196.34
1993,JANUARY,MILLET,93,213.02
1993,FEBRUARY,MILLET,93,210.94
1993,MARCH,MILLET,93,226.24
1993,APRIL,MILLET,93,220.09
1993,MAY,MILLET,93,239.69
1993,JUNE,MILLET,93,227.44
1993,JULY,MILLET,93,247.89
1993,AUGUST,MILLET,93,263.7
1993,SEPTEMBER,MILLET,93,275.44
1993,OCTOBER,MILLET,93,285
1993,NOVEMBER,MILLET,93,294
1993,DECEMBER,MILLET,93,306
1994,JANUARY,MILLET,93,301.62
1994,FEBRUARY,MILLET,93,312.13
1994,MARCH,MILLET,93,344.07
1994,APRIL,MILLET,93,371.27
1994,MAY,MILLET,93,409.09
1994,JUNE,MILLET,93,465.67
1994,JULY,MILLET,93,478.02
1994,AUGUST,MILLET,93,483.16
1994,SEPTEMBER,MILLET,93,469.4
1994,OCTOBER,MILLET,93,479.5
1994,NOVEMBER,MILLET,93,493.33
1994,DECEMBER,MILLET,93,407.44
1995,JANUARY,MILLET,93,410
1995,FEBRUARY,MILLET,93,409.35
1995,MARCH,MILLET,93,417.43
1995,APRIL,MILLET,93,386.14
1995,MAY,MILLET,93,418.43
1995,JUNE,MILLET,93,435.4
1995,JULY,MILLET,93,428.65
1995,AUGUST,MILLET,93,425.78
1995,SEPTEMBER,MILLET,93,400.97
1995,OCTOBER,MILLET,93,373.7
1995,NOVEMBER,MILLET,93,353.63
1995,DECEMBER,MILLET,93,396.93
1996,JANUARY,MILLET,93,0.02
1996,FEBRUARY,MILLET,93,0.02
1996,MARCH,MILLET,93,0.02
1996,APRIL,MILLET,93,0.03
1996,MAY,MILLET,93,0.03
1996,JUNE,MILLET,93,0.03
1996,JULY,MILLET,93,0.03
1996,AUGUST,MILLET,93,0.03
1996,SEPTEMBER,MILLET,93,0.02
1996,OCTOBER,MILLET,93,0.03
1996,NOVEMBER,MILLET,93,0.02
1996,DECEMBER,MILLET,93,0.03
1997,JANUARY,MILLET,93,0.02
1997,FEBRUARY,MILLET,93,0.02
1997,MARCH,MILLET,93,0.02
1997,APRIL,MILLET,93,0.03
1997,MAY,MILLET,93,0.03
1997,JUNE,MILLET,93,0.03
1997,JULY,MILLET,93,0.03
1997,AUGUST,MILLET,93,0.03
1997,SEPTEMBER,MILLET,93,0.03
1997,OCTOBER,MILLET,93,0.03
1997,NOVEMBER,MILLET,93,0.03
1997,DECEMBER,MILLET,93,0.03
1998,JANUARY,MILLET,93,0.03
1998,FEBRUARY,MILLET,93,0.03
1998,MARCH,MILLET,93,0.03
1998,APRIL,MILLET,93,0.03
1998,MAY,MILLET,93,0.04
1998,JUNE,MILLET,93,0.03
1998,JULY,MILLET,93,0.04
1998,AUGUST,MILLET,93,0.04
1998,SEPTEMBER,MILLET,93,0.04
1998,OCTOBER,MILLET,93,0.04
1998,NOVEMBER,MILLET,93,0.04
1998,DECEMBER,MILLET,93,0.04
1998,JANUARY,MILLET,93,0.04
1999,FEBRUARY,MILLET,93,0.04
1999,MARCH,MILLET,93,0.04
1999,APRIL,MILLET,93,0.04
1999,MAY,MILLET,93,0.04
1999,JUNE,MILLET,93,0.05
1999,JULY,MILLET,93,0.04
1999,AUGUST,MILLET,93,0.05
1999,SEPTEMBER,MILLET,93,0.04
1999,OCTOBER,MILLET,93,0.04
1999,NOVEMBER,MILLET,93,0.04
1999,DECEMBER,MILLET,93,0.04
2000,JANUARY,MILLET,93,0.04
2000,FEBRUARY,MILLET,93,0.04
2000,MARCH,MILLET,93,0.04
2000,APRIL,MILLET,93,0.05
2000,MAY,MILLET,93,0.05
2000,JUNE,MILLET,93,0.05
2000,JULY,MILLET,93,0.05
2000,AUGUST,MILLET,93,0.05
2000,SEPTEMBER,MILLET,93,0.05
2000,OCTOBER,MILLET,93,0.05
2000,NOVEMBER,MILLET,93,0.05
2000,DECEMBER,MILLET,93,0.05
2001,JANUARY,MILLET,93,0.05
2001,FEBRUARY,MILLET,93,0.05
2001,MARCH,MILLET,93,0.05
2001,APRIL,MILLET,93,0.05
2001,MAY,MILLET,93,0.05
2001,JUNE,MILLET,93,0.05
2001,JULY,MILLET,93,0.06
2001,AUGUST,MILLET,93,0.07
2001,SEPTEMBER,MILLET,93,0.07
2001,OCTOBER,MILLET,93,0.08
2001,NOVEMBER,MILLET,93,0.09
2001,DECEMBER,MILLET,93,0.09
2002,JANUARY,MILLET,93,0.1
2002,FEBRUARY,MILLET,93,0.1
2002,MARCH,MILLET,93,0.1
2002,APRIL,MILLET,93,0.11
2002,MAY,MILLET,93,0.11
2002,JUNE,MILLET,93,0.13
2002,JULY,MILLET,93,0.14
2002,AUGUST,MILLET,93,0.14
2002,SEPTEMBER,MILLET,93,0.17
2002,OCTOBER,MILLET,93,0.16
2002,NOVEMBER,MILLET,93,0.16
2002,DECEMBER,MILLET,93,0.16
2003,JANUARY,MILLET,93,0.16
2003,FEBRUARY,MILLET,93,0.16
2003,MARCH,MILLET,93,0.18
2003,APRIL,MILLET,93,0.19
2003,MAY,MILLET,93,0.18
2003,JUNE,MILLET,93,0.23
2003,JULY,MILLET,93,0.25
2003,AUGUST,MILLET,93,0.2
2003,SEPTEMBER,MILLET,93,0.17
2003,OCTOBER,MILLET,93,0.15
2003,NOVEMBER,MILLET,93,0.14
2003,DECEMBER,MILLET,93,0.19
2004,JANUARY,MILLET,93,0.3
2004,FEBRUARY,MILLET,93,0.3
2004,MARCH,MILLET,93,0.22
2004,APRIL,MILLET,93,0.22
2004,MAY,MILLET,93,0.24
2004,JUNE,MILLET,93,0.23
2004,JULY,MILLET,93,0.25
2004,AUGUST,MILLET,93,0.21
2004,SEPTEMBER,MILLET,93,0.31
2004,OCTOBER,MILLET,93,0.25
2004,NOVEMBER,MILLET,93,0.29
2004,DECEMBER,MILLET,93,0.29
2005,JANUARY,MILLET,93,0.25
2005,FEBRUARY,MILLET,93,0.25
2005,MARCH,MILLET,93,0.28
2005,APRIL,MILLET,93,0.27
2005,MAY,MILLET,93,0.31
2005,JUNE,MILLET,93,0.4
2005,JULY,MILLET,93,0.22
2005,AUGUST,MILLET,93,0.25
2005,SEPTEMBER,MILLET,93,0.27
2005,OCTOBER,MILLET,93,0.29
2005,NOVEMBER,MILLET,93,0.28
2005,DECEMBER,MILLET,93,0.29
2006,JANUARY,MILLET,93,0.34
2006,FEBRUARY,MILLET,93,0.34
2006,MARCH,MILLET,93,0.42
2006,APRIL,MILLET,93,0.56
2006,MAY,MILLET,93,0.53
2006,JUNE,MILLET,93,0.66
2006,JULY,MILLET,93,0.7
2006,AUGUST,MILLET,93,0.89
2006,SEPTEMBER,MILLET,93,0.93
2006,OCTOBER,MILLET,93,0.69
2006,NOVEMBER,MILLET,93,0.51
2006,DECEMBER,MILLET,93,0.61
2007,JANUARY,MILLET,93,0.769
2007,FEBRUARY,MILLET,93,0.78
2007,MARCH,MILLET,93,0.854
2007,APRIL,MILLET,93,1.277
2007,MAY,MILLET,93,1.1
2007,JUNE,MILLET,93,1.171
2007,JULY,MILLET,93,0.138
2007,AUGUST,MILLET,93,2.197
2007,SEPTEMBER,MILLET,93,1.559
2007,OCTOBER,MILLET,93,1.714
2007,NOVEMBER,MILLET,93,1.473
2007,DECEMBER,MILLET,93,1.075
2008,JANUARY,MILLET,93,0.9
2008,FEBRUARY,MILLET,93,0.914
2008,MARCH,MILLET,93,1.092
2008,APRIL,MILLET,93,0.131
2008,MAY,MILLET,93,1.824
2008,JUNE,MILLET,93,1.662
2008,JULY,MILLET,93,3.097
2008,AUGUST,MILLET,93,3.367
2008,SEPTEMBER,MILLET,93,2.584
2008,OCTOBER,MILLET,93,2.857
2008,NOVEMBER,MILLET,93,2.401
2008,DECEMBER,MILLET,93,2.277
2009,JANUARY,MILLET,93,4.3
2009,FEBRUARY,MILLET,93,4.308
2009,MARCH,MILLET,93,3.317
2009,APRIL,MILLET,93,5.812
2009,MAY,MILLET,93,7.617
2009,JUNE,MILLET,93,7.194
2009,JULY,MILLET,93,8.333
2009,AUGUST,MILLET,93,8.075
2009,SEPTEMBER,MILLET,93,7.683
2009,OCTOBER,MILLET,93,6.244
2009,NOVEMBER,MILLET,93,6.717
2009,DECEMBER,MILLET,93,6.225
2010,JANUARY,MILLET,93,8.25
2010,FEBRUARY,MILLET,93,8.189
2010,MARCH,MILLET,93,7.417
2010,APRIL,MILLET,93,7.011
2010,MAY,MILLET,93,8.181
2010,JUNE,MILLET,93,8.363
2010,JULY,MILLET,93,8.018
2010,AUGUST,MILLET,93,6.64
2010,SEPTEMBER,MILLET,93,5.756
2010,OCTOBER,MILLET,93,4.382
2010,NOVEMBER,MILLET,93,4.591
2010,DECEMBER,MILLET,93,4.718
2011,JANUARY,MILLET,93,5.35
2011,FEBRUARY,MILLET,93,5.368
2011,MARCH,MILLET,93,5.291
2011,APRIL,MILLET,93,5.105
2011,MAY,MILLET,93,4.486
2011,JUNE,MILLET,93,5.157
2011,JULY,MILLET,93,5.854
2011,AUGUST,MILLET,93,5.844
2011,SEPTEMBER,MILLET,93,5.552
2011,OCTOBER,MILLET,93,5.461
2011,NOVEMBER,MILLET,93,5.085
2011,DECEMBER,MILLET,93,4.287
2012,JANUARY,MILLET,93,5.5
2012,FEBRUARY,MILLET,93,5.819
2012,MARCH,MILLET,93,5.645
2012,APRIL,MILLET,93,5.919
2012,MAY,MILLET,93,5.76
2012,JUNE,MILLET,93,6.354
2012,JULY,MILLET,93,6.748
2012,AUGUST,MILLET,93,1.094
2012,SEPTEMBER,MILLET,93,8.155
2012,OCTOBER,MILLET,93,8.153
2012,NOVEMBER,MILLET,93,7.734
2012,DECEMBER,MILLET,93,7.394
2013,JANUARY,MILLET,93,9.075
2013,FEBRUARY,MILLET,93,9.173
2013,MARCH,MILLET,93,9.544
2013,APRIL,MILLET,93,10.485
2013,MAY,MILLET,93,11.953
2013,JUNE,MILLET,93,12.219
2013,JULY,MILLET,93,13.193
2013,AUGUST,MILLET,93,11.071
2013,SEPTEMBER,MILLET,93,10.751
2013,OCTOBER,MILLET,93,10.949
2013,NOVEMBER,MILLET,93,9.968
2013,DECEMBER,MILLET,93,9.684
2013,JANUARY,MILLET,93,16.45
2014,FEBRUARY,MILLET,93,16.591
2014,MARCH,MILLET,93,19.583
2014,APRIL,MILLET,93,22.441
2014,MAY,MILLET,93,25.795
2014,JUNE,MILLET,93,27.012
2014,JULY,MILLET,93,22.614
2014,AUGUST,MILLET,93,18.882
2014,SEPTEMBER,MILLET,93,16.837
2014,OCTOBER,MILLET,93,13.406
2014,NOVEMBER,MILLET,93,15.677
2014,DECEMBER,MILLET,93,18.023
2015,JANUARY,MILLET,93,16.57
2015,FEBRUARY,MILLET,93,16.591
2015,MARCH,MILLET,93,19.583
2015,APRIL,MILLET,93,22.441
2015,MAY,MILLET,93,25.795
2015,JUNE,MILLET,93,27.012
2015,JULY,MILLET,93,22.614
2015,AUGUST,MILLET,93,18.882
2015,SEPTEMBER,MILLET,93,16.837
2015,OCTOBER,MILLET,93,13.406
2015,NOVEMBER,MILLET,93,19.677
2015,DECEMBER,MILLET,93,18.223
2016,JANUARY,MILLET,93,19.8
2016,FEBRUARY,MILLET,93,19.2
2016,MARCH,MILLET,93,19.21
2016,APRIL,MILLET,93,19.25
2016,MAY,MILLET,93,18.663
2016,JUNE,MILLET,93,18.337
2016,JULY,MILLET,93,20.5
2016,AUGUST,MILLET,93,18.944
2016,SEPTEMBER,MILLET,93,18.379
2016,OCTOBER,MILLET,93,15.352
2016,NOVEMBER,MILLET,93,18.695
2016,DECEMBER,MILLET,93,18.408
2017,JANUARY,MILLET,93,18
2017,FEBRUARY,MILLET,93,18.285
2017,MARCH,MILLET,93,19.848
2017,APRIL,MILLET,93,18.078
2017,MAY,MILLET,93,20.13
2017,JUNE,MILLET,93,19.706
2017,JULY,MILLET,93,20.151
2017,AUGUST,MILLET,93,20.03
2017,SEPTEMBER,MILLET,93,19.383
2017,OCTOBER,MILLET,93,19.253
2017,NOVEMBER,MILLET,93,18.969
2017,DECEMBER,MILLET,93,18.933
1970,JANUARY,LOCAL RICE,100,19.56
1970,FEBRUARY,LOCAL RICE,100,19.591
1970,MARCH,LOCAL RICE,100,20.081
1970,APRIL,LOCAL RICE,100,20.73
1970,MAY,LOCAL RICE,100,21.483
1970,JUNE,LOCAL RICE,100,21.539
1970,JULY,LOCAL RICE,100,21.253
1970,AUGUST,LOCAL RICE,100,21.088
1970,SEPTEMBER,LOCAL RICE,100,22.727
1970,OCTOBER,LOCAL RICE,100,22.694
1970,NOVEMBER,LOCAL RICE,100,22.502
1970,DECEMBER,LOCAL RICE,100,21.435
1971,JANUARY,LOCAL RICE,100,25
1971,FEBRUARY,LOCAL RICE,100,25.101
1971,MARCH,LOCAL RICE,100,25.542
1971,APRIL,LOCAL RICE,100,26.243
1971,MAY,LOCAL RICE,100,26.911
1971,JUNE,LOCAL RICE,100,29.381
1971,JULY,LOCAL RICE,100,29.152
1971,AUGUST,LOCAL RICE,100,29.663
1971,SEPTEMBER,LOCAL RICE,100,28.468
1971,OCTOBER,LOCAL RICE,100,29.16
1971,NOVEMBER,LOCAL RICE,100,27.603
1971,DECEMBER,LOCAL RICE,100,26.974
1972,JANUARY,LOCAL RICE,100,27.5
1972,FEBRUARY,LOCAL RICE,100,28.117
1972,MARCH,LOCAL RICE,100,29.016
1972,APRIL,LOCAL RICE,100,30.727
1972,MAY,LOCAL RICE,100,31.848
1972,JUNE,LOCAL RICE,100,33.889
1972,JULY,LOCAL RICE,100,36.906
1972,AUGUST,LOCAL RICE,100,37.378
1972,SEPTEMBER,LOCAL RICE,100,38.453
1972,OCTOBER,LOCAL RICE,100,39.277
1972,NOVEMBER,LOCAL RICE,100,42.261
1972,DECEMBER,LOCAL RICE,100,46.58
1973,JANUARY,LOCAL RICE,100,47.5
1973,FEBRUARY,LOCAL RICE,100,48.5
1973,MARCH,LOCAL RICE,100,51.132
1973,APRIL,LOCAL RICE,100,51.627
1973,MAY,LOCAL RICE,100,53.736
1973,JUNE,LOCAL RICE,100,58.822
1973,JULY,LOCAL RICE,100,60.809
1973,AUGUST,LOCAL RICE,100,58.581
1973,SEPTEMBER,LOCAL RICE,100,56.986
1973,OCTOBER,LOCAL RICE,100,59.281
1973,NOVEMBER,LOCAL RICE,100,59.294
1973,DECEMBER,LOCAL RICE,100,59
1974,JANUARY,LOCAL RICE,100,67.9
1974,FEBRUARY,LOCAL RICE,100,68.346
1974,MARCH,LOCAL RICE,100,68.471
1974,APRIL,LOCAL RICE,100,70.95
1974,MAY,LOCAL RICE,100,72.555
1974,JUNE,LOCAL RICE,100,79.879
1974,JULY,LOCAL RICE,100,81.053
1974,AUGUST,LOCAL RICE,100,88.156
1974,SEPTEMBER,LOCAL RICE,100,92.497
1974,OCTOBER,LOCAL RICE,100,95.148
1974,NOVEMBER,LOCAL RICE,100,94.039
1974,DECEMBER,LOCAL RICE,100,91.986
1975,JANUARY,LOCAL RICE,100,94.2
1975,FEBRUARY,LOCAL RICE,100,93.977
1975,MARCH,LOCAL RICE,100,98.009
1975,APRIL,LOCAL RICE,100,97.569
1975,MAY,LOCAL RICE,100,100.179
1975,JUNE,LOCAL RICE,100,104.764
1975,JULY,LOCAL RICE,100,107.655
1975,AUGUST,LOCAL RICE,100,105.5
1975,SEPTEMBER,LOCAL RICE,100,112.004
1975,OCTOBER,LOCAL RICE,100,115.364
1975,NOVEMBER,LOCAL RICE,100,115.364
1975,DECEMBER,LOCAL RICE,100,115.364
1976,JANUARY,LOCAL RICE,100,97.5
1976,FEBRUARY,LOCAL RICE,100,98.4
1976,MARCH,LOCAL RICE,100,132.851
1976,APRIL,LOCAL RICE,100,129.25
1976,MAY,LOCAL RICE,100,122.716
1976,JUNE,LOCAL RICE,100,114.13
1976,JULY,LOCAL RICE,100,104.4
1976,AUGUST,LOCAL RICE,100,103.43
1976,SEPTEMBER,LOCAL RICE,100,100
1976,OCTOBER,LOCAL RICE,100,102
1976,NOVEMBER,LOCAL RICE,100,108
1976,DECEMBER,LOCAL RICE,100,100
1977,JANUARY,LOCAL RICE,100,113.45
1977,FEBRUARY,LOCAL RICE,100,113.954
1977,MARCH,LOCAL RICE,100,108.809
1977,APRIL,LOCAL RICE,100,113.16
1977,MAY,LOCAL RICE,100,115.756
1977,JUNE,LOCAL RICE,100,116.696
1977,JULY,LOCAL RICE,100,115.643
1977,AUGUST,LOCAL RICE,100,118.218
1977,SEPTEMBER,LOCAL RICE,100,117.668
1977,OCTOBER,LOCAL RICE,100,120.433
1977,NOVEMBER,LOCAL RICE,100,122.72
1977,DECEMBER,LOCAL RICE,100,114.443
1978,JANUARY,LOCAL RICE,100,119.5
1978,FEBRUARY,LOCAL RICE,100,120.294
1978,MARCH,LOCAL RICE,100,121.851
1978,APRIL,LOCAL RICE,100,135.264
1978,MAY,LOCAL RICE,100,143.808
1978,JUNE,LOCAL RICE,100,145.873
1978,JULY,LOCAL RICE,100,157.087
1978,AUGUST,LOCAL RICE,100,161.547
1978,SEPTEMBER,LOCAL RICE,100,205.526
1978,OCTOBER,LOCAL RICE,100,187.5
1978,NOVEMBER,LOCAL RICE,100,252.435
1978,DECEMBER,LOCAL RICE,100,256.625
1979,JANUARY,LOCAL RICE,100,246.25
1979,FEBRUARY,LOCAL RICE,100,270.693
1979,MARCH,LOCAL RICE,100,289.712
1979,APRIL,LOCAL RICE,100,290.739
1979,MAY,LOCAL RICE,100,289.863
1979,JUNE,LOCAL RICE,100,287.002
1979,JULY,LOCAL RICE,100,291.805
1979,AUGUST,LOCAL RICE,100,260
1979,SEPTEMBER,LOCAL RICE,100,265.567
1979,OCTOBER,LOCAL RICE,100,124.58
1979,NOVEMBER,LOCAL RICE,100,216.445
1979,DECEMBER,LOCAL RICE,100,225.417
1980,JANUARY,LOCAL RICE,100,255.2
1980,FEBRUARY,LOCAL RICE,100,256
1980,MARCH,LOCAL RICE,100,271.1
1980,APRIL,LOCAL RICE,100,276.6
1980,MAY,LOCAL RICE,100,289.303
1980,JUNE,LOCAL RICE,100,281.864
1980,JULY,LOCAL RICE,100,282.035
1980,AUGUST,LOCAL RICE,100,271.822
1980,SEPTEMBER,LOCAL RICE,100,267.176
1980,OCTOBER,LOCAL RICE,100,290.583
1980,NOVEMBER,LOCAL RICE,100,291.246
1980,DECEMBER,LOCAL RICE,100,291.855
1981,JANUARY,LOCAL RICE,100,309.704
1981,FEBRUARY,LOCAL RICE,100,315.824
1981,MARCH,LOCAL RICE,100,288.786
1981,APRIL,LOCAL RICE,100,295.97
1981,MAY,LOCAL RICE,100,300.6
1981,JUNE,LOCAL RICE,100,336.3
1981,JULY,LOCAL RICE,100,348.512
1981,AUGUST,LOCAL RICE,100,322.13
1981,SEPTEMBER,LOCAL RICE,100,335.1
1981,OCTOBER,LOCAL RICE,100,337.9
1981,NOVEMBER,LOCAL RICE,100,345.99
1981,DECEMBER,LOCAL RICE,100,322.21
1982,JANUARY,LOCAL RICE,100,360.32
1982,FEBRUARY,LOCAL RICE,100,357.571
1982,MARCH,LOCAL RICE,100,386.3
1982,APRIL,LOCAL RICE,100,390.075
1982,MAY,LOCAL RICE,100,422.58
1982,JUNE,LOCAL RICE,100,444.5
1982,JULY,LOCAL RICE,100,451.23
1982,AUGUST,LOCAL RICE,100,466.57
1982,SEPTEMBER,LOCAL RICE,100,478.17
1982,OCTOBER,LOCAL RICE,100,467
1982,NOVEMBER,LOCAL RICE,100,443
1982,DECEMBER,LOCAL RICE,100,428
1983,JANUARY,LOCAL RICE,100,458.91
1983,FEBRUARY,LOCAL RICE,100,481.58
1983,MARCH,LOCAL RICE,100,515.39
1983,APRIL,LOCAL RICE,100,497.7
1983,MAY,LOCAL RICE,100,540.21
1983,JUNE,LOCAL RICE,100,544.68
1983,JULY,LOCAL RICE,100,547.36
1983,AUGUST,LOCAL RICE,100,563.28
1983,SEPTEMBER,LOCAL RICE,100,526.05
1983,OCTOBER,LOCAL RICE,100,523.14
1983,NOVEMBER,LOCAL RICE,100,559
